,0,1,2,3,4
0,0.29714285714285715,0.1657142857142857,0.0,0.09714285714285714,0.4685714285714286
1,0.20833333333333334,0.25,0.0,0.20833333333333334,0.75
2,0.4074074074074074,0.1111111111111111,0.0,0.18518518518518517,0.6666666666666666
3,0.39705882352941174,0.16176470588235295,0.0,0.07352941176470588,0.5882352941176471
4,0.15384615384615385,0.2,0.0,0.12307692307692308,0.6153846153846154
5,0.38095238095238093,0.19047619047619047,0.0,0.09523809523809523,0.8571428571428571
6,0.38636363636363635,0.18181818181818182,0.0,0.06818181818181818,0.5681818181818182
7,0.29605263157894735,0.19736842105263158,0.0,0.07894736842105263,0.39473684210526316
8,0.33064516129032256,0.1532258064516129,0.0,0.03225806451612903,0.532258064516129
9,0.35294117647058826,0.23529411764705882,0.0,0.08823529411764706,0.5588235294117647
10,0.3584905660377358,0.20754716981132076,0.0,0.07547169811320754,0.6792452830188679
11,0.375,0.125,0.0,0.125,0.59375
12,0.37142857142857144,0.14285714285714285,0.0,0.12857142857142856,0.5428571428571428
13,0.3829787234042553,0.19148936170212766,0.0,0.10638297872340426,0.723404255319149
14,0.25,0.225,0.0,0.125,0.65
15,0.2926829268292683,0.2682926829268293,0.0,0.07317073170731707,0.7073170731707317
16,0.35714285714285715,0.21428571428571427,0.0,0.047619047619047616,0.7619047619047619
17,0.2727272727272727,0.1414141414141414,0.0,0.16161616161616163,0.5050505050505051
18,0.24390243902439024,0.17073170731707318,0.0,0.0975609756097561,0.7073170731707317
19,0.3125,0.21875,0.0,0.15625,0.59375
20,0.2558139534883721,0.27906976744186046,0.0,0.13953488372093023,0.6046511627906976
21,0.3283582089552239,0.208955223880597,0.0,0.05970149253731343,0.6268656716417911
22,0.5,0.21428571428571427,0.0,0.0,0.9285714285714286
23,0.38461538461538464,0.20512820512820512,0.0,0.05128205128205128,0.5897435897435898
24,0.5,0.1,0.0,0.0,0.6
25,0.36,0.18666666666666668,0.0,0.09333333333333334,0.6133333333333333
26,0.3287671232876712,0.1643835616438356,0.0,0.0821917808219178,0.6986301369863014
27,0.3333333333333333,0.25396825396825395,0.0,0.031746031746031744,0.7619047619047619
28,0.2222222222222222,0.20987654320987653,0.0,0.07407407407407407,0.6419753086419753
29,0.3508771929824561,0.19298245614035087,0.0,0.07017543859649122,0.5789473684210527
30,0.22,0.34,0.0,0.04,0.66
31,0.27419354838709675,0.16129032258064516,0.0,0.1774193548387097,0.5161290322580645
32,0.30952380952380953,0.21428571428571427,0.0,0.11904761904761904,0.7619047619047619
33,0.3150684931506849,0.1917808219178082,0.0,0.0684931506849315,0.6575342465753424
34,0.28846153846153844,0.23076923076923078,0.0,0.09615384615384616,0.6730769230769231
35,0.3787878787878788,0.13636363636363635,0.0,0.12121212121212122,0.6060606060606061
36,0.18181818181818182,0.22727272727272727,0.0,0.22727272727272727,0.5
37,0.24489795918367346,0.10204081632653061,0.0,0.20408163265306123,0.5510204081632653
38,0.3125,0.25,0.0,0.0625,0.8125
39,0.22784810126582278,0.189873417721519,0.0,0.05063291139240506,0.6329113924050633
40,0.34782608695652173,0.21739130434782608,0.0,0.08695652173913043,0.6304347826086957
41,0.36764705882352944,0.20588235294117646,0.0,0.08823529411764706,0.6911764705882353
42,0.32075471698113206,0.18867924528301888,0.0,0.09433962264150944,0.6792452830188679
43,0.46153846153846156,0.15384615384615385,0.0,0.15384615384615385,0.6538461538461539
44,0.40860215053763443,0.15053763440860216,0.0,0.12903225806451613,0.44086021505376344
45,0.4074074074074074,0.19753086419753085,0.0,0.08641975308641975,0.37037037037037035
46,0.36363636363636365,0.2077922077922078,0.0,0.07792207792207792,0.5714285714285714
47,0.3488372093023256,0.18604651162790697,0.0,0.11627906976744186,0.6744186046511628
48,0.3442622950819672,0.08196721311475409,0.0,0.19672131147540983,0.4098360655737705
49,0.23636363636363636,0.21818181818181817,0.0,0.10909090909090909,0.5272727272727272
50,0.3939393939393939,0.21212121212121213,0.0,0.07575757575757576,0.5757575757575758
51,0.19444444444444445,0.3611111111111111,0.0,0.027777777777777776,0.8055555555555556
52,0.36363636363636365,0.21212121212121213,0.0,0.0,0.7575757575757576
53,0.3055555555555556,0.21296296296296297,0.0,0.027777777777777776,0.6944444444444444
54,0.36,0.24,0.0,0.0,0.92
55,0.3793103448275862,0.20689655172413793,0.0,0.0,0.6724137931034483
56,0.3793103448275862,0.2413793103448276,0.0,0.017241379310344827,0.603448275862069
57,0.3055555555555556,0.25,0.0,0.027777777777777776,0.7777777777777778
58,0.3333333333333333,0.3333333333333333,0.0,0.0,0.7948717948717948
59,0.4,0.15,0.0,0.025,0.775
60,0.52,0.2,0.0,0.0,0.68
61,0.34285714285714286,0.2857142857142857,0.0,0.0,0.8571428571428571
62,0.3548387096774194,0.25806451612903225,0.0,0.016129032258064516,0.7741935483870968
63,0.3548387096774194,0.22580645161290322,0.0,0.025806451612903226,0.6258064516129033
64,0.28125,0.3020833333333333,0.0,0.020833333333333332,0.7083333333333334
65,0.2891566265060241,0.26506024096385544,0.0,0.024096385542168676,0.7469879518072289
66,0.36764705882352944,0.20588235294117646,0.0,0.0,0.7352941176470589
67,0.2608695652173913,0.21739130434782608,0.0,0.043478260869565216,0.8260869565217391
68,0.36363636363636365,0.2196969696969697,0.0,0.015151515151515152,0.6060606060606061
69,0.34375,0.25,0.0,0.0,0.6875
70,0.3220338983050847,0.2542372881355932,0.0,0.03389830508474576,0.6779661016949152
71,0.41935483870967744,0.12903225806451613,0.0,0.0,0.8387096774193549
72,0.2361111111111111,0.3333333333333333,0.0,0.0,0.6805555555555556
73,0.2972972972972973,0.32432432432432434,0.0,0.0,0.7837837837837838
74,0.2647058823529412,0.20588235294117646,0.0,0.0,0.7352941176470589
75,0.3645833333333333,0.23958333333333334,0.0,0.0,0.7291666666666666
76,0.3710691823899371,0.18238993710691823,0.0,0.006289308176100629,0.5408805031446541
77,0.35555555555555557,0.24444444444444444,0.0,0.022222222222222223,0.8
78,0.3230769230769231,0.2923076923076923,0.0,0.0,0.7384615384615385
79,0.2669902912621359,0.23786407766990292,0.0,0.043689320388349516,0.5097087378640777
80,0.3380281690140845,0.2112676056338028,0.0,0.0,0.7323943661971831
81,0.3559322033898305,0.2711864406779661,0.0,0.05084745762711865,0.8135593220338984
82,0.3488372093023256,0.2558139534883721,0.0,0.0,0.7441860465116279
83,0.2727272727272727,0.24242424242424243,0.0,0.015151515151515152,0.7878787878787878
84,0.3409090909090909,0.25,0.0,0.022727272727272728,0.7954545454545454
85,0.2786885245901639,0.21311475409836064,0.0,0.01639344262295082,0.7377049180327869
