-2.705016918480396271e-02,-5.187259055674076080e-03,-9.615337103605270386e-02,3.491059876978397369e-03,6.018326058983802795e-02,-1.352984225377440453e-03,7.425761222839355469e-02,-5.417900532484054565e-02,-6.845355033874511719e-02,-1.534283719956874847e-02,-1.774652302265167236e-02,4.769801348447799683e-02,7.733487337827682495e-02,-2.028914168477058411e-02,3.716968744993209839e-02,-2.380879409611225128e-02
-2.744687907397747040e-02,-4.857114516198635101e-03,-9.639600664377212524e-02,4.466987214982509613e-03,6.138167530298233032e-02,-1.078357454389333725e-03,7.558266818523406982e-02,-5.459256842732429504e-02,-6.884796172380447388e-02,-1.665025018155574799e-02,-1.776446960866451263e-02,4.876712709665298462e-02,7.664456963539123535e-02,-2.027217298746109009e-02,3.841877728700637817e-02,-2.420166321098804474e-02
-2.744686603546142578e-02,-4.857114981859922409e-03,-9.639600664377212524e-02,4.466982558369636536e-03,6.138167530298233032e-02,-1.078365370631217957e-03,7.558266818523406982e-02,-5.459256842732429504e-02,-6.884793937206268311e-02,-1.665023900568485260e-02,-1.776446960866451263e-02,4.876712709665298462e-02,7.664456963539123535e-02,-2.027216739952564240e-02,3.841876983642578125e-02,-2.420165203511714935e-02
-2.744687162339687347e-02,-4.857113119214773178e-03,-9.639605134725570679e-02,4.466981627047061920e-03,6.138169020414352417e-02,-1.078413799405097961e-03,7.558267563581466675e-02,-5.459258332848548889e-02,-6.884796172380447388e-02,-1.665019243955612183e-02,-1.776448823511600494e-02,4.876711964607238770e-02,7.664461433887481689e-02,-2.027216181159019470e-02,3.841877728700637817e-02,-2.420165203511714935e-02
-2.744686976075172424e-02,-4.857113119214773178e-03,-9.639599919319152832e-02,4.466978367418050766e-03,6.138166785240173340e-02,-1.078355940990149975e-03,7.558263838291168213e-02,-5.459255725145339966e-02,-6.884793192148208618e-02,-1.665023900568485260e-02,-1.776445843279361725e-02,4.876712709665298462e-02,7.664453983306884766e-02,-2.027217298746109009e-02,3.841875866055488586e-02,-2.420165203511714935e-02
-2.744687348604202271e-02,-4.857112187892198563e-03,-9.639603644609451294e-02,4.466982558369636536e-03,6.138167530298233032e-02,-1.078363740816712379e-03,7.558266818523406982e-02,-5.459257587790489197e-02,-6.884796172380447388e-02,-1.665024831891059875e-02,-1.776446960866451263e-02,4.876712709665298462e-02,7.664458453655242920e-02,-2.027217112481594086e-02,3.841877728700637817e-02,-2.420165948569774628e-02
-2.744687162339687347e-02,-4.857115913182497025e-03,-9.639600664377212524e-02,4.466985352337360382e-03,6.138167530298233032e-02,-1.078360481187701225e-03,7.558266818523406982e-02,-5.459256842732429504e-02,-6.884795427322387695e-02,-1.665024459362030029e-02,-1.776446960866451263e-02,4.876712709665298462e-02,7.664456963539123535e-02,-2.027217112481594086e-02,3.841877728700637817e-02,-2.420165948569774628e-02
-2.727499045431613922e-02,-4.747229628264904022e-03,-9.634158015251159668e-02,4.505313932895660400e-03,6.137857958674430847e-02,-1.190657145343720913e-03,7.557578384876251221e-02,-5.470907688140869141e-02,-6.887967139482498169e-02,-1.663173548877239227e-02,-1.781228184700012207e-02,4.869884997606277466e-02,7.667245715856552124e-02,-2.025077678263187408e-02,3.831944242119789124e-02,-2.405413426458835602e-02
-2.744803205132484436e-02,-4.857636522501707077e-03,-9.639567136764526367e-02,4.467259626835584641e-03,6.138175725936889648e-02,-1.083469716832041740e-03,7.558528333902359009e-02,-5.459205061197280884e-02,-6.884541362524032593e-02,-1.664574816823005676e-02,-1.776671037077903748e-02,4.876602068543434143e-02,7.664290070533752441e-02,-2.027223818004131317e-02,3.842224553227424622e-02,-2.420058660209178925e-02
-2.744687348604202271e-02,-4.857114981859922409e-03,-9.639601409435272217e-02,4.466987214982509613e-03,6.138167530298233032e-02,-1.078353263437747955e-03,7.558264583349227905e-02,-5.459256842732429504e-02,-6.884796172380447388e-02,-1.665025390684604645e-02,-1.776445843279361725e-02,4.876712709665298462e-02,7.664456963539123535e-02,-2.027216739952564240e-02,3.841877356171607971e-02,-2.420166321098804474e-02
-2.744687162339687347e-02,-4.857114981859922409e-03,-9.639600664377212524e-02,4.466987214982509613e-03,6.138167530298233032e-02,-1.078360597603023052e-03,7.558266818523406982e-02,-5.459256842732429504e-02,-6.884795427322387695e-02,-1.665024273097515106e-02,-1.776446960866451263e-02,4.876712709665298462e-02,7.664456963539123535e-02,-2.027217112481594086e-02,3.841877728700637817e-02,-2.420165203511714935e-02
-2.744687534868717194e-02,-4.857115913182497025e-03,-9.639600664377212524e-02,4.466987214982509613e-03,6.138167530298233032e-02,-1.078358152881264687e-03,7.558266818523406982e-02,-5.459256842732429504e-02,-6.884796172380447388e-02,-1.665025018155574799e-02,-1.776446960866451263e-02,4.876712709665298462e-02,7.664456963539123535e-02,-2.027216739952564240e-02,3.841877728700637817e-02,-2.420166321098804474e-02
-2.744686417281627655e-02,-4.857114050537347794e-03,-9.639600664377212524e-02,4.466983489692211151e-03,6.138167530298233032e-02,-1.078371424227952957e-03,7.558266818523406982e-02,-5.459256842732429504e-02,-6.884793937206268311e-02,-1.665023714303970337e-02,-1.776447333395481110e-02,4.876711964607238770e-02,7.664456218481063843e-02,-2.027216367423534393e-02,3.841876611113548279e-02,-2.420165203511714935e-02
-2.744687162339687347e-02,-4.857116378843784332e-03,-9.639600664377212524e-02,4.466988146305084229e-03,6.138167530298233032e-02,-1.078359782695770264e-03,7.558266818523406982e-02,-5.459256842732429504e-02,-6.884796172380447388e-02,-1.665024831891059875e-02,-1.776446960866451263e-02,4.876712709665298462e-02,7.664456963539123535e-02,-2.027217298746109009e-02,3.841877728700637817e-02,-2.420165948569774628e-02
-2.744686976075172424e-02,-4.857116378843784332e-03,-9.639600664377212524e-02,4.466982558369636536e-03,6.138167530298233032e-02,-1.078364439308643341e-03,7.558266818523406982e-02,-5.459256842732429504e-02,-6.884793937206268311e-02,-1.665024459362030029e-02,-1.776446588337421417e-02,4.876712709665298462e-02,7.664456963539123535e-02,-2.027217112481594086e-02,3.841876611113548279e-02,-2.420165948569774628e-02
-2.744686417281627655e-02,-4.857114516198635101e-03,-9.639599919319152832e-02,4.466978367418050766e-03,6.138167530298233032e-02,-1.078356872312724590e-03,7.558264583349227905e-02,-5.459255725145339966e-02,-6.884793192148208618e-02,-1.665023900568485260e-02,-1.776445843279361725e-02,4.876712709665298462e-02,7.664453983306884766e-02,-2.027217112481594086e-02,3.841876611113548279e-02,-2.420165203511714935e-02
-2.744687534868717194e-02,-4.857115913182497025e-03,-9.639600664377212524e-02,4.466987214982509613e-03,6.138167530298233032e-02,-1.078357454389333725e-03,7.558266818523406982e-02,-5.459256842732429504e-02,-6.884796172380447388e-02,-1.665025018155574799e-02,-1.776447333395481110e-02,4.876712709665298462e-02,7.664457708597183228e-02,-2.027217298746109009e-02,3.841877728700637817e-02,-2.420166321098804474e-02
-2.744686789810657501e-02,-4.857120569795370102e-03,-9.639612585306167603e-02,4.466954153031110764e-03,6.138169020414352417e-02,-1.078461180441081524e-03,7.558269053697586060e-02,-5.459260195493698120e-02,-6.884794682264328003e-02,-1.665011979639530182e-02,-1.776450313627719879e-02,4.876711964607238770e-02,7.664465159177780151e-02,-2.027214132249355316e-02,3.841877356171607971e-02,-2.420164830982685089e-02
